title,year,original_release_date_parsed,domestic_gross,international_gross,worldwide_gross,production_budget,profit_proxy,roi_proxy,tomatometer_rating,tomatometer_count,genres,runtime,directors,lead_actor,lead_actor_has_oscar,lead_actor_tier,lead_actor_status,star_power_score,is_animated,is_live_action,is_franchise,is_sequel,is_standalone,lead_actor_clean
Ghost in the Shell,2017,2017-03-31,40563557,129238364,169801921,110000000,59801921,0.5436538273,43,293,"Action & Adventure, Drama, Science Fiction & Fantasy",107,Rupert Sanders,Scarlett Johansson Pilou Asbæk Michael Pitt Emma Coppersmith Chin Han,0,C,well_known,45.20069808,0,1,0,0,1,scarlett johansson pilou asbæk michael pitt emma coppersmith chin han
"Three Billboards Outside Ebbing, Missouri",2017,2017-12-01,54513740,105546323,160060063,15000000,145060063,9.670670867,90,405,"Comedy, Drama",115,Martin McDonagh,Frances McDormand Sam Rockwell Woody Harrelson Peter Dinklage Caleb Landry Jones,0,C,well_known,44.34554974,0,1,0,0,1,frances mcdormand sam rockwell woody harrelson peter dinklage caleb landry jones
Darkest Hour,2017,2017-12-22,56468410,94378797,150847207,30000000,120847207,4.028240233,84,312,Drama,125,Joe Wright,Gary Oldman Lily James Kristin Scott Thomas Ben Mendelsohn Ronald Pickup,0,C,well_known,43.0017452,0,1,0,0,1,gary oldman lily james kristin scott thomas ben mendelsohn ronald pickup
King Arthur: Legend of the Sword,2017,2017-05-12,39175066,110000000,149175066,175000000,-25824934,-0.1475710514,30,273,"Action & Adventure, Drama",126,Guy Ritchie,Charlie Hunnam Jude Law Àstrid Bergès-Frisbey Eric Bana David Beckham,0,C,well_known,42.7574171,0,1,0,0,1,charlie hunnam jude law àstrid bergès-frisbey eric bana david beckham
The Foreigner,2017,2017-10-13,34393507,110980592,145374099,35000000,110374099,3.153545686,65,124,"Action & Adventure, Drama, Mystery & Suspense",114,Martin Campbell,Jackie Chan Pierce Brosnan Katie Leung Orla Brady Rory Fleck Byrne,0,C,well_known,42.26876091,0,1,0,0,1,jackie chan pierce brosnan katie leung orla brady rory fleck byrne
Girls Trip,2017,2017-07-21,115171585,25380774,140552359,19000000,121552359,6.397492579,91,171,"Comedy, Drama",122,Malcolm D. Lee,Tiffany Haddish Regina Hall Queen Latifah Jada Pinkett Smith Larenz Tate,0,C,well_known,41.53577661,0,1,0,0,1,tiffany haddish regina hall queen latifah jada pinkett smith larenz tate
American Made,2017,2017-09-29,51342000,83524593,134866593,50000000,84866593,1.69733186,86,267,"Action & Adventure, Drama, Mystery & Suspense",115,Doug Liman,Tom Cruise Sarah Wright Caleb Landry Jones Jayma Mays Domhnall Gleeson,0,C,well_known,41.04712042,0,1,0,0,1,tom cruise sarah wright caleb landry jones jayma mays domhnall gleeson
A Bad Moms Christmas,2017,2017-11-01,72110659,58449769,130560428,28000000,102560428,3.662872429,32,129,Comedy,104,Jon Lucas,Kathryn Hahn Milas Kunis Kristen Bell Susan Sarandon Cheryl Hines,0,C,well_known,40.43630017,0,1,0,0,1,kathryn hahn milas kunis kristen bell susan sarandon cheryl hines
Happy Death Day,2017,2017-10-13,55683845,69795421,125479266,5000000,120479266,24.0958532,71,155,Horror,96,Christopher Landon,Jessica Rothe Israel Broussard Rachel Lynn Matthews Phi Vu Ruby Modine,0,C,well_known,47.52181501,0,1,0,0,1,jessica rothe israel broussard rachel lynn matthews phi vu ruby modine
The Lego Ninjago Movie,2017,2017-09-22,59281555,64400000,123681555,70000000,53681555,0.7668793571,56,134,"Action & Adventure, Animation, Comedy, Kids & Family",101,Charlie Bean,Dave Franco Jackie Chan Justin Theroux Zach Woods Abbi Jacobson,0,C,well_known,39.70331588,1,0,0,0,1,dave franco jackie chan justin theroux zach woods abbi jacobson
The Dark Tower,2017,2017-08-04,50701325,62529753,113231078,66000000,47231078,0.7156223939,16,273,"Horror, Science Fiction & Fantasy, Western",95,Nikolaj Arcel,Idris Elba Matthew McConaughey Tom Taylor Katheryn Winnick Jackie Earle Haley,0,C,well_known,37.87085515,0,1,0,0,1,idris elba matthew mcconaughey tom taylor katheryn winnick jackie earle haley
Life,2017,2017-03-24,30234022,70307784,100541806,58000000,42541806,0.7334794138,67,252,"Action & Adventure, Drama, Science Fiction & Fantasy",103,Daniel Espinosa,Jake Gyllenhaal Ryan Reynolds Rebecca Ferguson Olga Dihovichnaya Hiroyuki Sanada,0,C,well_known,35.54973822,0,1,0,0,1,jake gyllenhaal ryan reynolds rebecca ferguson olga dihovichnaya hiroyuki sanada
Atomic Blonde,2017,2017-07-28,51687870,48326155,100014025,58000000,42014025,0.7243797414,78,356,"Action & Adventure, Drama, Mystery & Suspense",115,David Leitch,Charlize Theron Sofia Boutella James McAvoy John Goodman Toby Jones,0,C,well_known,35.42757417,0,1,0,0,1,charlize theron sofia boutella james mcavoy john goodman toby jones
The Shack,2017,2017-03-03,57386418,39555697,96942115,20000000,76942115,3.84710575,21,72,Drama,132,Stuart Hazeldine,Sam Worthington Octavia Spencer Tim McGraw Aviv Alush Alice Braga,0,C,well_known,34.57242583,0,1,0,0,1,sam worthington octavia spencer tim mcgraw aviv alush alice braga
Chasing the Dragon,2017,2017-09-29,456854,87509088,87965942,28229640,59736302,2.116084442,57,7,"Drama, Mystery & Suspense",128,"Jason Kwan, Jing Wong",Donnie Yen Andy Lau Kang Yu Kent Cheng Philip Ng,0,C,well_known,32.12914485,0,1,0,0,1,donnie yen andy lau kang yu kent cheng philip ng
Going in Style,2017,2017-04-07,45018541,40200000,85218541,25000000,60218541,2.40874164,47,170,Comedy,96,Zach Braff,Morgan Freeman Michael Caine Alan Arkin Matt Dillon Ann-Margret,0,C,well_known,31.27399651,0,1,0,0,1,morgan freeman michael caine alan arkin matt dillon ann-margret
Rings,2017,2017-02-03,27793018,55287872,83080890,25000000,58080890,2.3232356,8,113,"Drama, Horror",97,F. Javier Gutiérrez,Matilda Lutz Daveigh Chase Alex Roe Johnny Galecki Aimee Teegarden,0,C,well_known,30.90750436,0,1,0,0,1,matilda lutz daveigh chase alex roe johnny galecki aimee teegarden
Lady Bird,2017,2017-11-03,48958273,30007338,78965611,10000000,68965611,6.8965611,99,391,"Comedy, Drama",94,Greta Gerwig,Saoirse Ronan Timothée Chalamet Lucas Hedges Laurie Metcalf Beanie Feldstein,0,C,well_known,29.93019197,0,1,0,0,1,saoirse ronan timothée chalamet lucas hedges laurie metcalf beanie feldstein
The Nut Job 2: Nutty by Nature,2017,2017-08-11,28370522,40372963,68743485,20000001,48743484,2.437174078,14,63,"Animation, Comedy, Kids & Family",91,Cal Brunker,Will Arnett Jackie Chan Cal Brunker Katherine Heigl Maya Rudolph,0,C,well_known,27.12041885,1,0,0,1,0,will arnett jackie chan cal brunker katherine heigl maya rudolph
American Assassin,2017,2017-09-15,36249674,30984514,67234188,33000000,34234188,1.037399636,34,175,"Action & Adventure, Drama, Mystery & Suspense",111,Michael Cuesta,Michael Keaton Dylan O'Brien Taylor Kitsch Shiva Negar Sanaa Lathan,0,C,well_known,26.87609075,0,1,0,0,1,michael keaton dylan o'brien taylor kitsch shiva negar sanaa lathan
Victoria & Abdul,2017,2017-10-06,22245070,44313395,66558465,21000000,45558465,2.169450714,65,197,Drama,110,Stephen Frears,Judi Dench Ali Fazal Tim Pigott-Smith Eddie Izzard Michael Gambon,0,C,well_known,26.7539267,0,1,0,0,1,judi dench ali fazal tim pigott-smith eddie izzard michael gambon
The Mountain Between Us,2017,2017-10-06,30348555,32483654,62832209,35000000,27832209,0.7952059714,38,171,"Drama, Romance",104,Hany Abu-Assad,Idris Elba Kate Winslet Beau Bridges Dermot Mulroney Dania Nassar,0,C,well_known,25.16579407,0,1,0,0,1,idris elba kate winslet beau bridges dermot mulroney dania nassar
The Star,2017,2017-11-17,40852824,21960150,62812974,20000000,42812974,2.1406487,42,52,"Action & Adventure, Animation, Comedy, Kids & Family",86,Timothy Reckart,Steven Yeun Tyler Perry Oprah Winfrey Gina Rodriguez Keegan-Michael Key,0,C,well_known,25.04363002,1,0,0,0,1,steven yeun tyler perry oprah winfrey gina rodriguez keegan-michael key
How to Be a Latin Lover,2017,2017-04-28,32149404,30397628,62547032,12000000,50547032,4.212252667,39,31,Comedy,115,Ken Marino,Eugenio Derbez Salma Hayek Rob Lowe Kristen Bell Raquel Welch,0,C,well_known,24.92146597,0,1,0,0,1,eugenio derbez salma hayek rob lowe kristen bell raquel welch
47 Meters Down,2017,2017-06-16,44307191,17880338,62187529,5300000,56887529,10.73349604,53,156,Mystery & Suspense,89,Johannes Roberts,Mandy Moore Claire Holt Chris Johnson Yani Gellman Santiago Segura,0,C,well_known,24.79930192,0,1,0,0,1,mandy moore claire holt chris johnson yani gellman santiago segura
"Everything, Everything",2017,2017-05-19,34121140,27600000,61721140,10000000,51721140,5.172114,45,121,"Drama, Romance",96,Stella Meghie,Amandla Stenberg Nick Robinson Anika Noni Rose Ana de la Reguera Taylor Hickson,0,C,well_known,24.43280977,0,1,0,0,1,amandla stenberg nick robinson anika noni rose ana de la reguera taylor hickson
Snatched,2017,2017-05-12,45852178,14993533,60845711,42000000,18845711,0.4487074048,36,211,"Action & Adventure, Comedy",90,Jonathan Levine,Amy Schumer Goldie Hawn Christopher Meloni Ike Barinholtz Wanda Sykes,0,C,well_known,23.94415358,0,1,0,0,1,amy schumer goldie hawn christopher meloni ike barinholtz wanda sykes
My Little Pony: The Movie,2017,2017-10-06,21885107,38445726,60330833,6500000,53830833,8.281666615,46,65,"Action & Adventure, Animation, Comedy",99,Jayson Thiessen,Emily Blunt Sia Zoe Saldaña Tara Strong Andrea Libman,0,C,well_known,23.82198953,1,0,0,0,1,emily blunt sia zoe saldaña tara strong andrea libman
All the Money in the World,2017,2017-12-25,25113707,31882597,56996304,50000000,6996304,0.13992608,79,252,"Drama, Mystery & Suspense",132,Ridley Scott,Christopher Plummer Mark Wahlberg Michelle Williams Charlie Plummer Andrea Piedimonte Bodini,0,C,well_known,22.96684119,0,1,0,0,1,christopher plummer mark wahlberg michelle williams charlie plummer andrea piedimonte bodini
The Big Sick,2017,2017-07-14,42873127,13538458,56411585,5000000,51411585,10.282317,98,299,"Comedy, Romance",120,Michael Showalter,Kumail Nanjiani  Zoe Kazan  Holly Hunter Ray Romano Anupam Kher,0,C,well_known,22.72251309,0,1,0,0,1,kumail nanjiani  zoe kazan  holly hunter ray romano anupam kher
All Eyez on Me,2017,2017-06-16,44922302,10746396,55668698,40000000,15668698,0.39171745,18,91,Drama,140,Benny Boom,Demetrius Shipp Jr. Jamal Woolard Danai Gurira Kat Graham Lauren Cohan,0,C,well_known,22.60034904,0,1,0,0,1,demetrius shipp jr. jamal woolard danai gurira kat graham lauren cohan
Downsizing,2017,2017-12-22,24449754,30554136,55003890,68000000,-12996110,-0.1911192647,46,299,"Comedy, Drama",135,Alexander Payne,Matt Damon Hong Chau Kristen Wiig Christoph Waltz Udo Kier,0,C,well_known,22.23385689,0,1,0,0,1,matt damon hong chau kristen wiig christoph waltz udo kier
Logan Lucky,2017,2017-08-18,27780977,20672628,48453605,29000000,19453605,0.6708139655,92,282,Comedy,119,Steven Soderbergh,Channing Tatum Adam Driver Daniel Craig Riley Keough Hilary Swank,0,C,well_known,19.30191972,0,1,0,0,1,channing tatum adam driver daniel craig riley keough hilary swank
Rough Night,2017,2017-06-16,22105643,25241640,47347283,20000000,27347283,1.36736415,44,169,Comedy,96,Lucia Aniello,Scarlett Johansson Kate McKinnon Jillian BellIlana Glazer  Zoë Kravitz,0,C,well_known,18.69109948,0,1,0,0,1,scarlett johansson kate mckinnon jillian bellilana glazer  zoë kravitz
Flatliners,2017,2017-09-29,16883115,28275139,45158254,26000000,19158254,0.7368559231,4,76,"Drama, Horror, Science Fiction & Fantasy",108,Niels Arden Oplev,Kiefer Sutherland Elliot Page Diego Luna James Norton Nina Dobrev,0,C,well_known,17.71378709,0,1,0,0,1,kiefer sutherland elliot page diego luna james norton nina dobrev
Mother!,2017,2017-09-15,17800004,26716995,44516999,30000000,14516999,0.4838999667,68,374,"Drama, Horror, Mystery & Suspense",120,Darren Aronofsky,Jennifer Lawrence Javier Bardem Sarah-Jeanne Labrosse Stephen McHattie Emily Hampshire,0,C,well_known,17.22513089,0,1,0,0,1,jennifer lawrence javier bardem sarah-jeanne labrosse stephen mchattie emily hampshire
Wind River,2017,2017-08-04,33800859,10179962,43980821,11000000,32980821,2.998256455,88,249,"Drama, Mystery & Suspense",111,Taylor Sheridan,Jeremy Renner Elizabeth Olsen Kelsey Asbille Gil Birmingham Julia Jones,0,C,well_known,16.98080279,0,1,0,0,1,jeremy renner elizabeth olsen kelsey asbille gil birmingham julia jones
The Snowman,2017,2017-10-20,6700035,36384025,43084060,35000000,8084060,0.2309731429,7,196,"Drama, Mystery & Suspense",119,Tomas Alfredson,Michael Fassbender Rebecca Ferguson Val Kilmer Chloë Sevigny Toby Jones,0,C,well_known,16.4921466,0,1,0,0,1,michael fassbender rebecca ferguson val kilmer chloë sevigny toby jones
Gifted,2017,2017-04-07,24801212,18245378,43046590,7000000,36046590,5.149512857,73,179,Drama,101,Marc Webb,Chris Evans  Mckenna Grace Lindsay Duncan Jenny Slate Octavia Spencer,0,C,well_known,16.2478185,0,1,0,0,1,chris evans  mckenna grace lindsay duncan jenny slate octavia spencer
Loving Vincent,2017,2017-09-22,6735118,35452547,42187665,5500000,36687665,6.670484545,85,158,"Animation, Drama",95,"Dorota Kobiela, Hugh Welchman",Robert Gulaczyk Douglas Booth Saoirse Ronan Aidan Turner Chris O'Dowd,0,C,well_known,15.51483421,1,0,0,0,1,robert gulaczyk douglas booth saoirse ronan aidan turner chris o'dowd
T2 Trainspotting,2017,2017-03-17,2402004,39279742,41681746,9000001,32681745,3.631304597,81,249,Drama,117,Danny Boyle,Ewan McGregor Jonny Lee Miller Ewen Bremner Robert Carlyle Kelly Macdonald,0,C,well_known,15.39267016,0,1,0,0,1,ewan mcgregor jonny lee miller ewen bremner robert carlyle kelly macdonald
Fist Fight,2017,2017-02-17,32187017,9000000,41187017,23500000,17687017,0.7526390213,24,131,Comedy,91,Richie Keen,Charlie Day Ice Cub Tracy Morgan Jillian Bell Christina Hendricks,0,C,well_known,14.78184991,0,1,0,0,1,charlie day ice cub tracy morgan jillian bell christina hendricks
The Circle,2017,2017-04-28,20497844,20158555,40656399,18000000,22656399,1.258688833,15,142,"Drama, Mystery & Suspense",110,James Ponsoldt,Tom Hanks Emma Watson Bill Paxton John Boyega Karen Gillan,0,C,well_known,14.41535777,0,1,0,0,1,tom hanks emma watson bill paxton john boyega karen gillan
Diary of a Wimpy Kid: The Long Haul,2017,2017-05-19,20738724,19402248,40140972,22000000,18140972,0.8245896364,18,72,"Comedy, Kids & Family",91,David Bowers,Jason Drucker Charlie Wright Alicia Silverstone  Tom Everett Scott Owen Asztalos,0,C,well_known,14.04886562,0,1,0,0,1,jason drucker charlie wright alicia silverstone  tom everett scott owen asztalos
Pokémon the Movie: I Choose You!,2017,2017-11-05,2401722,35150422,37552144,13000000,24552144,1.888626462,33,9,"Comedy, Kids & Family",98,Kunihiko Yuyama,Ikue Ōtani Shin-ichiro Miki Rica Matsumoto Unshō Ishizuka Koichi Yamader,0,C,well_known,12.94938918,0,1,0,0,1,ikue ōtani shin-ichiro miki rica matsumoto unshō ishizuka koichi yamader
Home Again,2017,2017-09-08,27020284,10250437,37270721,12000000,25270721,2.105893417,32,138,Comedy,97,Hallie Meyers-Shyer,Reese Witherspoon Pico Alexander Candice Bergen Michael Sheen Jon Rudnitsky,0,C,well_known,12.58289703,0,1,0,0,1,reese witherspoon pico alexander candice bergen michael sheen jon rudnitsky
The Adventurers,2017,2017-08-18,216556,36580260,36796816,21840000,14956816,0.6848358974,14,7,Action & Adventure,104,Stephen Fung,Andy Lau Jean Reno Shu Qi Jingchu Zhang Tony Yang,0,C,well_known,12.33856894,0,1,0,0,1,andy lau jean reno shu qi jingchu zhang tony yang
Kidnap,2017,2017-08-04,30971040,3843062,34814102,21000000,13814102,0.657814381,36,92,"Action & Adventure, Drama, Mystery & Suspense",82,Luis Prieto,Halle Berry Sage Correa  Alan Abeyta Molly Conarro Andy Abele,0,C,well_known,11.36125654,0,1,0,0,1,halle berry sage correa  alan abeyta molly conarro andy abele
The House,2017,2017-06-30,25584504,8700000,34284504,40000000,-5715496,-0.1428874,20,81,Comedy,88,Andrew Jay Cohen,Will Ferrell Amy Poehler Ryan Simpkins Jason Mantzoukas Andrea Savage,0,C,well_known,11.11692845,0,1,0,0,1,will ferrell amy poehler ryan simpkins jason mantzoukas andrea savage
Sleepless,2017,2017-01-13,20783704,12133649,32917353,30000000,2917353,0.0972451,25,61,"Action & Adventure, Drama, Mystery & Suspense",95,Baran bo Odar,Jamie Foxx Michelle Monaghan Gabrielle Union David Harbour Dermot Mulroney,0,C,well_known,10.38394415,0,1,0,0,1,jamie foxx michelle monaghan gabrielle union david harbour dermot mulroney
The Bye Bye Man,2017,2017-01-13,22395806,7478474,29874280,7400000,22474280,3.037064865,19,89,Horror,96,Stacy Title,Douglas Smith Doug Jones Jenna Kanell Carrie-Anne Moss Faye Dunaway,0,C,well_known,8.062827225,0,1,0,0,1,douglas smith doug jones jenna kanell carrie-anne moss faye dunaway
The Disaster Artist,2017,2017-12-08,21120616,8700000,29820616,10000000,19820616,1.9820616,91,345,Comedy,103,James Franco,James Franco Tommy Wiseau Dave Franco Seth Rogen Josh Hutcherson,0,C,well_known,7.940663176,0,1,0,0,1,james franco tommy wiseau dave franco seth rogen josh hutcherson
What Happened to Monday,2017,2017-08-18,0,27975429,27975429,20000000,7975429,0.39877145,58,36,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",123,Tommy Wirkola,Noomi Rapace Willem Dafoe Glenn Close Marwan Kenzari Cassie Clare,0,C,well_known,6.841186736,0,1,0,0,1,noomi rapace willem dafoe glenn close marwan kenzari cassie clare
The Beguiled,2017,2017-06-30,10709995,17159134,27869129,10000000,17869129,1.7869129,79,322,Drama,94,Sofia Coppola,Kirsten Dunst Nicole Kidman Elle Fanning Emma Howard Angourie Rice,0,C,well_known,6.596858639,0,1,0,0,1,kirsten dunst nicole kidman elle fanning emma howard angourie rice
CHIPS,2017,2017-03-24,18600152,8200000,26800152,25000000,1800152,0.07200608,18,111,"Action & Adventure, Comedy, Drama",101,Dax Shepard,Dax Shepard Michael Peña Erik Estrada Kristen Bell Vincent D'Onofrio,0,C,well_known,5.986038394,0,1,0,0,1,dax shepard michael peña erik estrada kristen bell vincent d'onofrio
A Cure for Wellness,2017,2017-02-17,8106986,18513016,26620002,40000000,-13379998,-0.33449995,42,208,Mystery & Suspense,140,Gore Verbinski,Dane DeHaan Mia Goth Jason Isaacs Celia Imrie Harry Groener,0,C,well_known,5.863874346,0,1,0,0,1,dane dehaan mia goth jason isaacs celia imrie harry groener
Only the Brave,2017,2017-10-20,18343983,8007339,26351322,38000000,-11648678,-0.3065441579,87,163,"Action & Adventure, Drama",134,Joseph Kosinski,Josh Brolin Miles Teller Jeff Bridges Jennifer Connelly Taylor Kitsch,0,C,well_known,5.497382199,0,1,0,0,1,josh brolin miles teller jeff bridges jennifer connelly taylor kitsch
The Zookeeper's Wife,2017,2017-03-31,17571660,8581175,26152835,20000000,6152835,0.30764175,63,178,Drama,125,Niki Caro,Jessica Chastain Daniel Brühl Johan Heldenbergh Val Maloku Shira Haas,0,C,well_known,5.253054101,0,1,0,0,1,jessica chastain daniel brühl johan heldenbergh val maloku shira haas
Father Figures,2017,2017-12-22,17501244,8200000,25701244,25000000,701244,0.02804976,17,48,Comedy,113,Lawrence Sher,Owen Wilson Ed Helms Glenn Close J. K. Simmons Christopher Walken,0,C,well_known,4.520069808,0,1,0,0,1,owen wilson ed helms glenn close j. k. simmons christopher walken
Wish Upon,2017,2017-07-14,14301505,9167081,23468586,12000000,11468586,0.9557155,19,94,Horror,89,John R. Leonetti,Joey King Ryan Phillippe Ki Hong Lee Sydney Park Shannon Purser,0,C,well_known,2.931937173,0,1,0,0,1,joey king ryan phillippe ki hong lee sydney park shannon purser
Detroit,2017,2017-08-04,16790139,6564961,23355100,34000000,-10644900,-0.3130852941,82,300,"Drama, Mystery & Suspense",143,Kathryn Bigelow,Will Poulter Nathan Davis Jr John Boyega Hannah Murray Kaitlyn Dever,0,C,well_known,2.809773124,0,1,0,0,1,will poulter nathan davis jr john boyega hannah murray kaitlyn dever
The Glass Castle,2017,2017-08-11,17273059,4815474,22088533,9000000,13088533,1.454281444,52,164,Drama,127,Destin Daniel Cretton,Brie Larson Woody Harrelson Naomi Watts Sadie Sink Ella Anderson,0,C,well_known,1.832460733,0,1,0,0,1,brie larson woody harrelson naomi watts sadie sink ella anderson
Avengers: Infinity War,2018,2018-04-27,678815482,1369544272,2048359754,312500000,1735859754,5.554751213,85,472,"Action & Adventure, Science Fiction & Fantasy",149,Anthony Russo,Robert Downey Jr Chris Evans Chris Hemsworth Mark Ruffalo Scarlett Johansson Josh Brolin,0,A,trending,70,0,1,1,0,0,robert downey jr chris evans chris hemsworth mark ruffalo scarlett johansson josh brolin
Black Panther,2018,2018-02-16,700059566,646853595,1346913161,200000000,1146913161,5.734565805,96,512,"Action & Adventure, Drama, Science Fiction & Fantasy",134,Ryan Coogler,Chadwick Boseman Michael B. Jordan Danai Gurira Letitia Wright Lupita Nyong'o,0,A,trending,69.02268761,0,1,0,0,1,chadwick boseman michael b. jordan danai gurira letitia wright lupita nyong'o
Jurassic World: Fallen Kingdom,2018,2018-06-22,417719760,890748184,1308467944,170000000,1138467944,6.696870259,47,422,"Action & Adventure, Drama, Science Fiction & Fantasy",128,J.A. Bayona,Chris Pratt Bryce Dallas Howard Jeff Goldblum Daniella Pineda Isabella Sermon,0,A,trending,68.90052356,0,1,1,0,0,chris pratt bryce dallas howard jeff goldblum daniella pineda isabella sermon
Incredibles 2,2018,2018-06-15,608581744,634223615,1242805359,100000001,1142805358,11.42805347,93,379,"Action & Adventure, Animation, Kids & Family",118,Brad Bird,Holly Hunter Craig T. Nelson Huck Milner Sarah Vowell,0,A,trending,68.65619546,1,0,0,1,0,holly hunter craig t. nelson huck milner sarah vowell
Bohemian Rhapsody,2018,2018-11-02,216428042,687227217,903655259,52000000,851655259,16.37798575,60,403,Drama,135,Bryan Singer,Rami Malek Ben Hardy Gwilym Lee Joseph Mazzello Lucy Boynton Aidan Gillen,0,A,trending,66.94589878,0,1,0,0,1,rami malek ben hardy gwilym lee joseph mazzello lucy boynton aidan gillen
Venom,2018,2018-10-05,213515506,642569645,856085151,116000000,740085151,6.380044405,30,349,"Action & Adventure, Drama, Science Fiction & Fantasy",112,Ruben Fleischer,Tom Hardy Michelle Williams Riz Ahmed Woody Harrelson Jenny Slate,0,A,trending,66.09075044,0,1,0,0,1,tom hardy michelle williams riz ahmed woody harrelson jenny slate
Mission: Impossible - Fallout,2018,2018-07-27,220159104,570956000,791115104,178000000,613115104,3.444466876,97,428,"Action & Adventure, Drama, Mystery & Suspense",147,Christopher McQuarrie,Tom Cruise Rebecca Ferguson Simon Pegg Henry Cavill Ving Rhames,0,A,trending,65.47993019,0,1,1,0,0,tom cruise rebecca ferguson simon pegg henry cavill ving rhames
Deadpool 2,2018,2018-05-18,318491426,416055185,734546611,55000001,679546610,12.35539268,83,412,"Action & Adventure, Comedy",120,David Leitch,Ryan Reynolds Josh Brolin Zazie Beetz Julian Dennison Fred Savage,0,A,trending,64.991274,0,1,0,1,0,ryan reynolds josh brolin zazie beetz julian dennison fred savage
Fantastic Beasts: The Crimes of Grindelwald,2018,2018-11-16,159555901,496200000,655755901,200000000,455755901,2.278779505,36,323,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",134,David Yates (II),Eddie Redmayne Johnny Depp Jude Law Katherine Waterston Ezra Miller,0,A,trending,64.38045375,0,1,0,0,1,eddie redmayne johnny depp jude law katherine waterston ezra miller
Ant-Man and the Wasp,2018,2018-07-06,216648740,406025399,622674139,388000000,234674139,0.6048302552,87,426,"Action & Adventure, Comedy, Science Fiction & Fantasy",118,Peyton Reed,"Paul Rudd Evangeline Lilly Michelle Pfeiffer Michael Douglas Hannah John-Kamen 
",0,A,trending,63.76963351,0,1,0,0,1,paul rudd evangeline lilly michelle pfeiffer michael douglas hannah john-kamen
Ready Player One,2018,2018-03-29,137690172,445800000,583490172,175000000,408490172,2.334229554,72,433,"Action & Adventure, Science Fiction & Fantasy",140,Steven Spielberg,Tye Sheridan Olivia Cooke Mark Rylance Ben Mendelsohn Win Morisaki,0,A,trending,63.40314136,0,1,0,0,1,tye sheridan olivia cooke mark rylance ben mendelsohn win morisaki
Operation Red Sea,2018,2018-02-23,1543547,577786879,579330426,70000000,509330426,7.276148943,80,10,Action & Adventure,139,Dante Lam,Jiang Luxia Johnny Huang Zhang Yi Simon Yam Hanyu Zhang,0,A,trending,63.28097731,0,1,0,0,1,jiang luxia johnny huang zhang yi simon yam hanyu zhang
Ralph Breaks the Internet,2018,2018-11-21,201091711,328232251,529323962,175000000,354323962,2.024708354,88,272,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",112,"Phil Johnston, Rich Moore",John C. Reilly Sarah Silverman Jane Lynch  Alan Tudyk Jack McBrayer,0,B,trending,62.54799302,1,0,0,0,1,john c. reilly sarah silverman jane lynch  alan tudyk jack mcbrayer
The Meg,2018,2018-08-10,145443742,383800000,529243742,130000000,399243742,3.071105708,46,300,"Action & Adventure, Horror, Science Fiction & Fantasy",113,Jon Turteltaub,Jason Statham Li Bingbing Ruby Rose Rainn Wilson Jessica McNamee,0,B,trending,62.42582897,0,1,0,0,1,jason statham li bingbing ruby rose rainn wilson jessica mcnamee
Hotel Transylvania 3: Summer Vacation,2018,2018-07-13,167510016,361073758,528583774,40000001.5,488583772.5,12.21459385,62,118,"Animation, Comedy, Kids & Family",97,Genndy Tartakovsky,Andy Samberg Adam Sandler Genndy Tartakovsky Selena Gomez Kathryn Hahn,0,B,trending,62.30366492,1,0,0,1,0,andy samberg adam sandler genndy tartakovsky selena gomez kathryn hahn
The Grinch,2018,2018-11-09,271478510,240975007,512453517,75000000,437453517,5.83271356,60,190,"Animation, Kids & Family, Science Fiction & Fantasy",86,"Scott Mosier, Yarrow Cheney",Benedict Cumberbatch Cameron Seely Rashida Jones Mindy Sterling Pharrell William,0,B,trending,61.57068063,1,0,0,0,1,benedict cumberbatch cameron seely rashida jones mindy sterling pharrell william
Bumblebee,2018,2018-12-21,127195589,340794056,467989645,135000000,332989645,2.466589963,91,244,"Action & Adventure, Science Fiction & Fantasy",114,Travis Knight,Hailee Steinfeld Gracie Dzienny Jason Drucker John Cena Peter Cullen,0,B,trending,60.83769634,0,1,0,0,1,hailee steinfeld gracie dzienny jason drucker john cena peter cullen
A Star Is Born,2018,2018-10-05,215288866,221100000,436388866,36000000,400388866,11.12191294,90,517,Drama,135,Bradley Cooper,Bradley Cooper Lady Gaga Sam Elliott Anthony Ramos Rafi Gavron,0,B,trending,60.34904014,0,1,0,0,1,bradley cooper lady gaga sam elliott anthony ramos rafi gavron
Rampage,2018,2018-04-13,101028233,327100000,428128233,120000000,308128233,2.567735275,51,275,"Action & Adventure, Drama, Science Fiction & Fantasy",107,Brad Peyton,Dwayne Johnson Malin Akerman Jeffrey Dean Morgan Naomie Harris,0,B,trending,59.98254799,0,1,0,0,1,dwayne johnson malin akerman jeffrey dean morgan naomie harris
Mamma Mia! Here We Go Again,2018,2018-07-20,120634935,274409771,395044706,75000000,320044706,4.267262747,79,274,"Comedy, Musical & Performing Arts",114,Ol Parker,Meryl Streep Amanda Seyfried Pierce Brosnan Colin Firth Christine Baranski,0,B,trending,58.88307155,0,1,0,0,1,meryl streep amanda seyfried pierce brosnan colin firth christine baranski
