title,year,original_release_date_parsed,domestic_gross,international_gross,worldwide_gross,production_budget,profit_proxy,roi_proxy,tomatometer_rating,tomatometer_count,genres,runtime,directors,lead_actor,lead_actor_has_oscar,lead_actor_tier,lead_actor_status,star_power_score,is_animated,is_live_action,is_franchise,is_sequel,is_standalone,lead_actor_clean
Happy Death Day 2U,2019,2019-02-13,28148130,36452022,64600152,4500001,60100151,13.35558614,71,204,Horror,100,Christopher Landon,Jessica Rothe Israel Broussard Rachel Lynn Matthews Phi Vu Ruby Modine,0,C,well_known,47.52181501,0,1,0,0,1,jessica rothe israel broussard rachel lynn matthews phi vu ruby modine
Bombshell,2019,2019-12-20,31762808,29641586,61404394,32000000,29404394,0.9188873125,69,318,Drama,108,Jay Roach,Margot Robbie Charlize Theron Nicole Kidman John Lithgow Kate McKinnon,0,C,trending,24.18848168,0,1,0,0,1,margot robbie charlize theron nicole kidman john lithgow kate mckinnon
Ma,2019,2019-05-31,45896028,15324756,61220784,5000000,56220784,11.2441568,55,204,"Horror, Mystery & Suspense",99,Tate Taylor,Octavia Spencer Tate Taylor Diana Silvers Corey Fogelmanis Luke Evans,0,C,trending,24.06631763,0,1,0,0,1,octavia spencer tate taylor diana silvers corey fogelmanis luke evans
Ready or Not,2019,2019-08-21,28714231,28901546,57615777,6000000,51615777,8.6026295,88,299,"Horror, Mystery & Suspense",95,"Matt Bettinelli-Olpin, Tyler Gillett",Samara Weaving Adam Brody Andie MacDowell Mark O'Brien Nicky Guadagni,0,C,trending,23.21116928,0,1,0,0,1,samara weaving adam brody andie macdowell mark o'brien nicky guadagni
Hellboy,2019,2019-04-12,21903748,33160942,55064690,50000000,5064690,0.1012938,18,215,"Action & Adventure, Science Fiction & Fantasy",120,Neil Marshall,David Harbour Milla Jovovich Sasha Lane Daniel Dae Kim Ian McShane,0,C,trending,22.35602094,0,1,0,0,1,david harbour milla jovovich sasha lane daniel dae kim ian mcshane
Long Shot,2019,2019-05-03,30316271,23557538,53873809,40000000,13873809,0.346845225,81,293,Comedy,123,Jonathan Levine,Seth Rogen O'shea Jackson jr Andy Serkis Alexander Skargard Bob Odenkirk,0,C,trending,21.7452007,0,1,0,0,1,seth rogen o'shea jackson jr andy serkis alexander skargard bob odenkirk
Breakthrough,2019,2019-04-17,40713082,9731276,50444358,14000000,36444358,2.603168429,63,64,Drama,116,Roxann Dawson,Chrissy Metz Topher Grace Josh Lucas Marcel Ruiz Dennis Haysbert,0,C,trending,20.64572426,0,1,0,0,1,chrissy metz topher grace josh lucas marcel ruiz dennis haysbert
Uncut Gems,2019,2019-12-25,50023780,0,50023780,19000000,31023780,1.632830526,92,331,Drama,135,"Josh Safdie, Benny Safdie",Adam Sandler Julia Fox LaKeith Stanfield Idina Menzel Kevin Garnett,0,C,trending,20.52356021,0,1,0,0,1,adam sandler julia fox lakeith stanfield idina menzel kevin garnett
Little,2019,2019-04-12,40860481,8126615,48987096,20000000,28987096,1.4493548,46,157,Comedy,109,Tina Gordon Chism,Marsai Martin Issa Rae Regina Hall Luke James Justin Hartley,0,C,trending,19.91273997,0,1,0,0,1,marsai martin issa rae regina hall luke james justin hartley
Isn't It Romantic,2019,2019-02-13,48791187,0,48791187,31000000,17791187,0.5739092581,70,175,"Comedy, Romance",88,Todd Strauss-Schulson,Rebel Wilson Priyanka Chopra Brandon Scott Jones Betty Gilpin Jennifer Saunders,0,C,trending,19.66841187,0,1,0,0,1,rebel wilson priyanka chopra brandon scott jones betty gilpin jennifer saunders
Countdown,2019,2019-10-25,25621766,22400000,48021766,6500000,41521766,6.387964,26,70,"Horror, Mystery & Suspense",90,Justin Dec,Elizabeth Lail Pter Facinell Jordan Calloway Talitha Bateman Charlie McDermott,0,C,trending,19.17975567,0,1,0,0,1,elizabeth lail pter facinell jordan calloway talitha bateman charlie mcdermott
Midsommar,2019,2019-07-03,27426361,20445607,47871968,9000000,38871968,4.319107556,83,387,Horror,145,Ari Aster,Florence PughBjörn Andrésen Jack Reynor Will Poulter Isabelle Grill,0,C,trending,19.05759162,0,1,0,0,1,florence pughbjörn andrésen jack reynor will poulter isabelle grill
Queen & Slim,2019,2019-11-27,43808310,4025815,47834125,19000000,28834125,1.517585526,82,217,Drama,132,Melina Matsoukas,Daniel Kaluuya Jodie Turner Smith Bokeem Woodbine Chole Sevigny Flea,0,C,trending,18.93542757,0,1,0,0,1,daniel kaluuya jodie turner smith bokeem woodbine chole sevigny flea
47 Meters Down: Uncaged,2019,2019-08-16,22260900,25321663,47582563,12000000,35582563,2.965213583,45,89,Mystery & Suspense,89,Johannes Roberts,Johannes Roberts  Sophie Nélisse Corinne Foxx Brianne Tju Sistine Stallone,0,C,trending,18.81326353,0,1,0,0,1,johannes roberts  sophie nélisse corinne foxx brianne tju sistine stallone
Judy,2019,2019-09-27,24313888,21387992,45701880,10000000,35701880,3.570188,82,327,"Drama, Musical & Performing Arts",118,Rupert Goold,Renee Zellweger Lorna Luft Sideny Luft Finn Wittrock Rufus Swell,0,C,trending,17.95811518,0,1,0,0,1,renee zellweger lorna luft sideny luft finn wittrock rufus swell
Child's Play,2019,2019-06-21,29208403,15698671,44907074,10000000,34907074,3.4907074,63,202,Horror,90,Lars Klevberg,Gabriel Batema Aubrey Plaza Mark Hamill Brian Tyree Henry Tim Matheson,0,C,trending,17.59162304,0,1,0,0,1,gabriel batema aubrey plaza mark hamill brian tyree henry tim matheson
Richard Jewell,2019,2019-12-13,22345542,22300000,44645542,45000000,-354458,-0.007876844444,77,289,Drama,131,Clint Eastwood,Paul Walter Hauser Sam Rockwell Oliva Wilde Jon Hamm Kathy Bates,0,C,trending,17.34729494,0,1,0,0,1,paul walter hauser sam rockwell oliva wilde jon hamm kathy bates
Fighting with My Family,2019,2019-02-22,22958886,18544506,41503392,11000000,30503392,2.773035636,92,234,Comedy,107,Stephen Merchant,Dwayne Johnson Florence Pugh Stephen Merchant Jack Lowden Vince Vaughn,0,C,trending,15.14834206,0,1,0,0,1,dwayne johnson florence pugh stephen merchant jack lowden vince vaughn
Overcomer,2019,2019-08-23,34746945,3279158,38026103,5000000,33026103,6.6052206,53,17,Drama,115,Alex Kendrick,Alex Kendrick Aryn Wright Thompson Cameron Arnett Shari Wiedmann Priscilla shirer,0,C,trending,13.19371728,0,1,0,0,1,alex kendrick aryn wright thompson cameron arnett shari wiedmann priscilla shirer
The Intruder,2019,2019-05-03,35419122,1180239,36599361,8000000,28599361,3.574920125,33,99,Mystery & Suspense,102,Deon Taylor,Meagan Good Lili Sepe Alvina August Erica Cerra Chris Shields,0,C,trending,12.09424084,0,1,0,0,1,meagan good lili sepe alvina august erica cerra chris shields
The Art of Racing in the Rain,2019,2019-08-09,26395642,7371145,33766787,18000000,15766787,0.8759326111,43,117,Drama,109,Simon Curtis,Milo Ventimiglia Kevin Costner Amanda Seyfried Kathy Naker Ryan Kiera Armstrong,0,C,trending,10.87260035,0,1,0,0,1,milo ventimiglia kevin costner amanda seyfried kathy naker ryan kiera armstrong
Brightburn,2019,2019-05-24,17300439,15924215,33224654,9000000,24224654,2.691628222,58,203,"Horror, Science Fiction & Fantasy",91,David Yarovesky,Jackson A Dunn Elizabeth Banks David Denman Jennifer Holland  Matt Jones,0,C,trending,10.62827225,0,1,0,0,1,jackson a dunn elizabeth banks david denman jennifer holland  matt jones
UglyDolls,2019,2019-05-03,20150241,12300000,32450241,22501009.5,9949231.5,0.4421682281,27,86,"Action & Adventure, Animation, Comedy, Musical & Performing Arts",87,Kelly Asbury,Kelly Clarkson Nick Jonas Kelly Asbury Blake Shelton Pitbull,0,C,trending,10.13961606,1,0,0,0,1,kelly clarkson nick jonas kelly asbury blake shelton pitbull
Stuber,2019,2019-07-12,22370452,10020493,32390945,8001009.5,24389935.5,3.048357273,41,221,"Action & Adventure, Comedy",93,Michael Dowse,Kumail Ali Nanjiani Dave Baustita Betty Gilpin Karen Gilan Mira Sorvino,0,C,trending,10.01745201,0,1,0,0,1,kumail ali nanjiani dave baustita betty gilpin karen gilan mira sorvino
The Kid Who Would Be King,2019,2019-01-25,16790790,15350180,32140970,59000000,-26859030,-0.4552377966,89,187,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",120,Joe Cornish,Rhianna Dorris Patrick Stewart Louis Ashbourne Serkis Dean Chaumoo Rebecca Ferguson,0,C,trending,9.895287958,0,1,0,0,1,rhianna dorris patrick stewart louis ashbourne serkis dean chaumoo rebecca ferguson
Anna,2019,2019-06-21,7743794,23883184,31626978,30000000,1626978,0.0542326,33,69,"Action & Adventure, Mystery & Suspense",119,Luc Besson,Sasha Luss Cillian Murphy Helen Mirren Luke Evan Lera Abova,0,C,trending,9.284467714,0,1,0,0,1,sasha luss cillian murphy helen mirren luke evan lera abova
Missing Link,2019,2019-04-12,16649539,9916171,26565710,100000000,-73434290,-0.7343429,89,168,"Action & Adventure, Animation, Comedy",94,Chris Butler,Hugh Jackman Zach Galifianakis Zoe Saldaña Emma Thompson Timothy Olyphant,0,C,trending,5.741710297,1,0,0,0,1,hugh jackman zach galifianakis zoe saldaña emma thompson timothy olyphant
No Manches Frida 2,2019,2019-03-15,9270920,17222728,26493648,2500001,23993647,9.597454961,13,8,Comedy,102,Nacho G. Velilla,Omar Chapparro Martha Higareda Regina Pavon Karen Furlong Carla Adell,0,C,trending,5.619546248,0,1,0,1,0,omar chapparro martha higareda regina pavon karen furlong carla adell
"The Gangster, the Cop, the Devil",2019,2019-06-07,216494,25558877,25775371,6500000,19275371,2.965441692,97,33,"Action & Adventure, Mystery & Suspense",110,Lee Won-Tae,Ma Dong seok KimMu-yeol Lee Eun-saem Kimsung-Kyu Yoo Jae-myung,0,C,trending,4.642233857,0,1,0,0,1,ma dong seok kimmu-yeol lee eun-saem kimsung-kyu yoo jae-myung
Booksmart,2019,2019-05-24,22680962,2278645,24959607,6000000,18959607,3.1599345,96,359,Comedy,102,Olivia Wilde,Beanie Feldstein Kaitlyn Dever Molly Gordon Diana Silvers Jason Sudeikis,0,C,trending,4.031413613,0,1,0,0,1,beanie feldstein kaitlyn dever molly gordon diana silvers jason sudeikis
The Peanut Butter Falcon,2019,2019-08-09,20457158,3254939,23712097,6200000,17512097,2.824531774,96,210,"Action & Adventure, Drama",96,"Michael Schwartz, Tyler Nilson",Shia LaBeouf Dakota Johnson John Hawkes Zack Gottsagen Thomas Haden Church,0,C,trending,3.298429319,0,1,0,0,1,shia labeouf dakota johnson john hawkes zack gottsagen thomas haden church
Dark Waters,2019,2019-12-06,11136084,11971933,23108017,20000000,3108017,0.15540085,90,218,Drama,126,Todd Haynes,Mark Ruffalo Anne Hathaway Robert Bilott Tim Robbins Bill Pullman,0,C,trending,2.321116928,0,1,0,0,1,mark ruffalo anne hathaway robert bilott tim robbins bill pullman
The Farewell,2019,2019-08-09,17695781,5380876,23076657,1501009.5,21575647.5,14.37409124,98,332,"Comedy, Drama",100,Lulu Wang,Awkwafina Zhao Shu-zhen Diana Lin Tzi Ma Lu Hong,0,C,trending,2.19895288,0,1,0,0,1,awkwafina zhao shu-zhen diana lin tzi ma lu hong
Unplanned,2019,2019-03-29,19005109,2580217,21585326,6000000,15585326,2.597554333,42,26,Drama,106,"Chuck Konzelman, Cary Solomon",Lila Rose Ashley Bratcher Mike Lindell Robia Scott Emma Elle Roberts,0,C,trending,1.710296684,0,1,0,0,1,lila rose ashley bratcher mike lindell robia scott emma elle roberts
Shaft,2019,2019-06-14,21360215,0,21360215,17500015,3860200,0.2205826681,33,127,"Action & Adventure, Comedy",111,Tim Story,Samual L Jackson Richard Rountree Jessie T Usher Regina Hall Alexandra Shipp,0,C,trending,1.588132635,0,1,0,0,1,samual l jackson richard rountree jessie t usher regina hall alexandra shipp
Hotel Mumbai,2019,2019-03-29,9651611,11663205,21314816,17300000,4014816,0.232070289,76,214,Drama,125,Anthony Maras,Dev Patel Nazanin Boniadi Armie Hammer Anupam Kher Manoj Mehra,0,C,trending,1.465968586,0,1,0,0,1,dev patel nazanin boniadi armie hammer anupam kher manoj mehra
Greta,2019,2019-03-01,10532219,8120888,18653107,10001009,8652098,0.8651225091,60,270,Drama,98,Neil Jordan,Isabelle Huppert Chole Grace Moretz Makia Monroe Jeff Hiller Zawe Ashton,0,C,trending,1.09947644,0,1,0,0,1,isabelle huppert chole grace moretz makia monroe jeff hiller zawe ashton
Bad Boys for Life,2020,2020-01-17,206305244,220200000,426505244,90000000,336505244,3.738947156,77,257,"Action & Adventure, Comedy",124,"Adil El Arbi, Bilall Fallah",Will Smith Martin Lawrence Jacob Scipio Vanessa Hudgens Kate del Castillo,0,B,trending,59.86038394,0,1,0,0,1,will smith martin lawrence jacob scipio vanessa hudgens kate del castillo
Sonic the Hedgehog,2020,2020-02-14,148974665,170741018,319715683,85000000,234715683,2.761360976,63,237,"Action & Adventure, Comedy",100,Jeff Fowler,Jim Carrey Ben Schwartz James Marden Tika Sumpter Collen O'Shaughn,0,B,trending,55.46247818,0,1,0,0,1,jim carrey ben schwartz james marden tika sumpter collen o'shaughn
Dolittle,2020,2020-01-17,77047065,174363566,251410631,175000000,76410631,0.4366321771,14,228,"Action & Adventure, Comedy, Science Fiction & Fantasy",100,Stephen Gaghan,Robert Downey Jr. Antonio Banderas Michael Sheen  Harry Collett Emma Thompson,0,B,trending,52.77486911,0,1,0,0,1,robert downey jr. antonio banderas michael sheen  harry collett emma thompson
The Invisible Man,2020,2020-02-28,70410000,74082724,144492724,7000000,137492724,19.64181771,91,390,"Horror, Mystery & Suspense, Science Fiction & Fantasy",124,Leigh Whannell,Elisabeth Moss Nick Kici Aldis Hodge Storm Reid Harriet Dyer,0,C,trending,42.14659686,0,1,0,0,1,elisabeth moss nick kici aldis hodge storm reid harriet dyer
Onward,2020,2020-03-06,61555145,80384897,141940042,187500000,-45559958,-0.2429864427,88,324,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",103,Dan Scanlon,Chris Pratt Tom Holland Octavia Spencer Julia Lousi Dreyfus Ali Wong,0,C,trending,41.90226876,1,0,0,0,1,chris pratt tom holland octavia spencer julia lousi dreyfus ali wong
Fantasy Island,2020,2020-02-14,27309289,22138019,49447308,7000000,42447308,6.063901143,7,107,"Comedy, Science Fiction & Fantasy",109,Jeff Wadlow,Michael Peña Maggie Q Lucy Hale  Austin Stowell Jimmy O. Yang,0,C,trending,20.27923211,0,1,0,0,1,michael peña maggie q lucy hale  austin stowell jimmy o. yang
Trolls World Tour,2020,2020-04-10,450000,48826818,49276818,100000000,-50723182,-0.50723182,70,152,"Animation, Comedy",91,"Walt Dohrn, David P. Smith, David Smith",Anna Kendrick Justin Timberlake Rachel Bloom James Corden Ron Funches,0,C,trending,20.15706806,1,0,0,0,1,anna kendrick justin timberlake rachel bloom james corden ron funches
Underwater,2020,2020-01-10,17291078,23591850,40882928,65000000,-24117072,-0.3710318769,48,208,"Action & Adventure, Mystery & Suspense",95,William Eubank,Kristen Stewart Jessica Henwick Mamoudou Athie T J Miller Vincent Cassel,0,C,trending,14.53752182,0,1,0,0,1,kristen stewart jessica henwick mamoudou athie t j miller vincent cassel
Bloodshot,2020,2020-03-13,12561824,27299294,39861118,45000000,-5138882,-0.1141973778,30,159,"Action & Adventure, Science Fiction & Fantasy",109,David S. F. Wilson,Vin Diesel Eiza Gonzalez Toby Kebbell Sam Heughan Guy Pearce,0,C,trending,13.80453752,0,1,0,0,1,vin diesel eiza gonzalez toby kebbell sam heughan guy pearce
Like a Boss,2020,2020-01-10,22169514,8229976,30399490,29000000,1399490,0.04825827586,,,Comedy,,Miguel Arteta,Rose Byrne Salama Hayek Tiffany Haddish Seth Rollins Jennifer Coolidge,0,C,trending,8.551483421,0,1,0,0,1,rose byrne salama hayek tiffany haddish seth rollins jennifer coolidge
Scoob!,2020,2020-05-15,2188425,26400000,28588425,90000000,-61411575,-0.6823508333,48,145,"Action & Adventure, Animation, Comedy",94,Tony Cervone,Frank Welker Will Forte Gina Rodriguez Zac Efron Amanda Seyfried,0,C,trending,7.085514834,1,0,0,0,1,frank welker will forte gina rodriguez zac efron amanda seyfried
Emma.,2020,2020-02-21,10055355,15877089,25932444,10000000,15932444,1.5932444,87,235,"Comedy, Drama",125,Autumn de Wilde,Mia Goth Johnny Flynn Anya Taylor Joy Callum Turner Amber Anderson,0,C,trending,4.886561955,0,1,0,0,1,mia goth johnny flynn anya taylor joy callum turner amber anderson
The Photograph,2020,2020-02-14,20578185,112594,20690779,16000000,4690779,0.2931736875,74,107,"Comedy, Drama, Romance",106,Stella Meghie,Issa Rae LaKeith Stanfield  Chelsea Peretti Kelvin Harrison Jr. Chanté Adams,0,C,trending,1.343804538,0,1,0,0,1,issa rae lakeith stanfield  chelsea peretti kelvin harrison jr. chanté adams
Brahms: The Boy II,2020,2020-02-21,12611536,7700000,20311536,10000000,10311536,1.0311536,9,56,"Horror, Mystery & Suspense",86,William Brent Bell,Katie Holmes Cristopher Convery Owain Yeoman Daphne Hoskins Oliver RIce,0,C,trending,1.221640489,0,1,0,1,0,katie holmes cristopher convery owain yeoman daphne hoskins oliver rice
I Still Believe,2020,2020-03-13,9868521,6201209,16069730,12000000,4069730,0.3391441667,51,45,Drama,115,"Andrew Erwin, Jon Erwin",KJ Apa Britt Robertson Nathan Parsons Gary Sinise,0,C,trending,0.9773123909,0,1,0,0,1,kj apa britt robertson nathan parsons gary sinise
The Way Back,2020,2020-03-06,13590514,1900000,15490514,30000000,-14509486,-0.4836495333,84,189,Drama,108,Gavin O'Connor,Peter Weir Ed Harris Colin Farrell JIm Sturgess Saoirse Ronan,0,C,trending,0.8551483421,0,1,0,0,1,peter weir ed harris colin farrell jim sturgess saoirse ronan
Impractical Jokers: The Movie,2020,2020-02-21,10691091,0,10691091,3000000,7691091,2.563697,35,26,Comedy,93,Chris Henchy,Paula Abdul Joe Gatto James Murray Brian Quinn Sal Vulcano,0,C,trending,0.7329842932,0,1,0,0,1,paula abdul joe gatto james murray brian quinn sal vulcano
The Hunt,2020,2020-03-13,5812500,4737850,10550350,14000000,-3449650,-0.2464035714,57,246,"Action & Adventure, Horror, Mystery & Suspense",90,Craig Zobel,Betty Gilpin Emma Roberts Hilary Swank Amy Madigan Ethan Suplee,0,C,trending,0.6108202443,0,1,0,0,1,betty gilpin emma roberts hilary swank amy madigan ethan suplee
Antebellum,2020,2020-08-21,0,7792716,7792716,10000000,-2207284,-0.2207284,28,161,"Horror, Mystery & Suspense",106,"Gerard Bush, Christoper Renz",Arabella Landrum Jena Malone Eric Lange Janelle Monáe,0,C,trending,0.4886561955,0,1,0,0,1,arabella landrum jena malone eric lange janelle monáe
Bill & Ted Face the Music,2020,2020-08-28,3439660,2834367,6274027,25000000,-18725973,-0.74903892,82,235,"Action & Adventure, Comedy, Science Fiction & Fantasy",91,Dean Parisot,Jack Haven Alex Winter Samara Weaving Bridget Nicole Anthony Carrigan,0,C,trending,0.3664921466,0,1,0,0,1,jack haven alex winter samara weaving bridget nicole anthony carrigan
The Rhythm Section,2020,2020-01-31,5437971,551612,5989583,50000000,-44010417,-0.88020834,28,170,"Action & Adventure, Mystery & Suspense",109,Reed Morano,Blake Lively Jude Law Sterling K. Brown Richard Brake Daniel Mays,0,C,trending,0.2443280977,0,1,0,0,1,blake lively jude law sterling k. brown richard brake daniel mays
Military Wives,2020,2020-05-22,0,4890505,4890505,10000000,-5109495,-0.5109495,76,118,"Comedy, Drama",112,Peter Cattaneo,Kristin Scott Thomas Sharon Horgan Emma Lowndes Gaby French Lara Rossi,0,C,trending,0.1221640489,0,1,0,0,1,kristin scott thomas sharon horgan emma lowndes gaby french lara rossi
