title,year,original_release_date_parsed,domestic_gross,international_gross,worldwide_gross,production_budget,profit_proxy,roi_proxy,tomatometer_rating,tomatometer_count,genres,runtime,directors,lead_actor,lead_actor_has_oscar,lead_actor_tier,lead_actor_status,is_animated,is_live_action,is_franchise,is_sequel,is_standalone
Star Wars: Episode VII - The Force Awakens,2015,2015-12-18,936662225.0,1131561399.0,2068223624.0,,,,92.0,437.0,"Action & Adventure, Science Fiction & Fantasy",136.0,J.J. Abrams,,0,,,0,1,1,1,0
Jurassic World,2015,2015-06-12,652270625.0,1018130012.0,1670400637.0,150000000.0,1520400637.0,10.136004246666667,70.0,351.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",124.0,Colin Trevorrow,Chris Pratt Bryce Dallas Howard Irrfan Khan Vincent D'Onofrio Nick Robinson,0,A,well_known,0,1,1,0,0
Furious 7,2015,2015-04-03,353007020.0,1162040651.0,1515047671.0,190000000.0,1325047671.0,6.973935110526316,82.0,272.0,"Action & Adventure, Mystery & Suspense",137.0,James Wan,Vin Diesel Paul Walker Dwayne Johnson Michelle Rodriguez Tyrese Gibson,0,A,well_known,0,1,0,1,0
Avengers: Age of Ultron,2015,2015-05-01,459005868.0,943800000.0,1402805868.0,280000000.0,1122805868.0,4.010020957142857,76.0,367.0,"Action & Adventure, Science Fiction & Fantasy",141.0,Joss Whedon,Robert Downey Jr. Chris Hemsworth Mark Ruffalo Chris Evans Scarlett Johansson,0,A,well_known,0,1,1,0,0
Minions,2015,2015-07-10,336045770.0,823352627.0,1159398397.0,74000000.0,1085398397.0,14.667545905405406,55.0,221.0,"Animation, Comedy, Kids & Family",91.0,"Pierre Coffin, Kyle Balda",Sandra Bullock Jon Hamm Michael Keaton Allison Janney Steve Coogan,0,A,well_known,1,0,0,0,1
Spectre,2015,2015-11-06,200074609.0,680600000.0,880674609.0,245000000.0,635674609.0,2.5945902408163266,63.0,359.0,Action & Adventure,148.0,Sam Mendes,Daniel Craig Christoph Waltz L\u00e9a Seydoux Ralph Fiennes Monica Bellucci,0,A,well_known,0,1,0,0,1
Inside Out,2015,2015-06-19,356461711.0,501832719.0,858294430.0,175000000.0,683294430.0,3.9045396,98.0,370.0,"Animation, Kids & Family",95.0,"Pete Docter, Ronnie del Carmen",Amy Poehler Phyllis Smith Richard Kind Bill Hader Lewis Black,0,A,well_known,1,0,0,0,1
The Hunger Games: Mockingjay - Part 2,2015,2015-11-20,281723902.0,371704359.0,653428261.0,160000000.0,493428261.0,3.08392663125,69.0,288.0,"Action & Adventure, Drama, Science Fiction & Fantasy",136.0,Francis Lawrence,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,0,A,well_known,0,1,0,1,0
The Martian,2015,2015-10-02,228433663.0,401728227.0,630161890.0,108000000.0,522161890.0,4.834832314814815,91.0,374.0,Science Fiction & Fantasy,142.0,Ridley Scott,Matt Damon Jessica Chastain Kristen Wiig Jeff Daniels Michael Pe\u00f1a,0,A,well_known,0,1,0,0,1
Fifty Shades of Grey,2015,2015-02-13,166167230.0,403484237.0,569651467.0,40000000.0,529651467.0,13.241286675,25.0,280.0,Romance,125.0,Sam Taylor-Johnson,Dakota Johnson Jamie Dornan Jennifer Ehle Eloise Mumford Victor Rasuk,0,A,well_known,0,1,0,0,1
Cinderella,2015,2015-03-13,201151353.0,341200000.0,542351353.0,95000000.0,447351353.0,4.708961610526316,84.0,246.0,"Kids & Family, Science Fiction & Fantasy, Romance",105.0,Kenneth Branagh,Lily James Cate Blanchett Richard Madden Helena Bonham Carter Stellan Skarsg\u00e5rd,0,B,well_known,0,1,0,0,1
The Revenant,2015,2015-12-25,183637894.0,349312609.0,532950503.0,135000000.0,397950503.0,2.9477815037037036,78.0,397.0,"Action & Adventure, Drama",156.0,"Alejandro González Iñárritu, Manny Palo",Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson,0,B,well_known,0,1,0,0,1
Ant-Man,2015,2015-07-17,180202163.0,339109802.0,519311965.0,130000000.0,389311965.0,2.9947074230769233,83.0,328.0,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",117.0,Peyton Reed,Paul Rudd Michael Douglas Evangeline Lilly Corey Stoll Bobby Cannavale,0,B,well_known,0,1,0,0,1
Hotel Transylvania 2,2015,2015-09-25,169700110.0,305099890.0,474800000.0,80000000.0,394800000.0,4.935,56.0,108.0,Animation,89.0,Genndy Tartakovsky,Adam Sandler Andy Samberg Selena Gomez Kevin James Steve Buscemi,0,B,well_known,1,0,0,1,0
San Andreas,2015,2015-05-29,155190832.0,319400000.0,474590832.0,110000000.0,364590832.0,3.314462109090909,50.0,245.0,Action & Adventure,114.0,Brad Peyton,Dwayne Johnson Alexandra Daddario Carla Gugino Ioan Gruffudd Archie Panjabi,0,B,well_known,0,1,0,0,1
Terminator Genisys,2015,2015-07-01,89760956.0,350842581.0,440603537.0,155000000.0,285603537.0,1.842603464516129,27.0,269.0,Action & Adventure,126.0,Alan Taylor,Arnold Schwarzenegger Jason Clarke Emilia Clarke Jai Courtney J.K. Simmons,0,B,well_known,0,1,0,0,1
Kingsman: The Secret Service,2015,2015-02-13,128261724.0,286089822.0,414351546.0,,,,74.0,258.0,Mystery & Suspense,129.0,Matthew Vaughn,,0,,,0,1,0,0,1
Home,2015,2015-03-26,177397510.0,208644097.0,386041607.0,135000000.0,251041607.0,1.8595674592592593,51.0,137.0,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",94.0,Tim Johnson,Jim Parsons Rihanna Steve Martin Jennifer Lopez Matt Jones,0,B,well_known,1,0,0,0,1
Mad Max: Fury Road,2015,2015-05-15,153636354.0,225800000.0,379436354.0,150000000.0,229436354.0,1.5295756933333333,97.0,422.0,"Action & Adventure, Science Fiction & Fantasy",120.0,George Miller,Tom Hardy Charlize Theron Nicholas Hoult Hugh Keays-Byrne Josh Helman,0,B,well_known,0,1,0,0,1
The Good Dinosaur,2015,2015-11-25,123087120.0,209120551.0,332207671.0,175000000.0,157207671.0,0.8983295485714285,76.0,215.0,"Action & Adventure, Animation, Comedy, Kids & Family",92.0,Peter Sohn,Raymond Ochoa Jack Bright Jeffrey Wright Frances McDormand Maleah Nipay-Padilla,0,B,well_known,1,0,0,0,1
Taken 3,2015,2015-01-09,89256424.0,237222717.0,326479141.0,,,,13.0,120.0,Action & Adventure,109.0,Olivier Megaton,,0,,,0,1,0,1,0
The SpongeBob Movie: Sponge Out of Water,2015,2015-02-06,162994032.0,162192000.0,325186032.0,74000000.0,251186032.0,3.3944058378378377,81.0,104.0,"Animation, Comedy, Kids & Family",92.0,Paul Tibbitt,Tom Kenny Bill Fagerbakke Rodger Bumpass Clancy Brown Carolyn Lawrence,0,B,well_known,1,0,0,0,1
Maze Runner: The Scorch Trials,2015,2015-09-18,81697192.0,230598864.0,312296056.0,61000000.0,251296056.0,4.119607475409836,46.0,149.0,Action & Adventure,131.0,Wes Ball,Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster Giancarlo Esposito Aidan Gillen,0,B,well_known,0,1,0,0,1
Pitch Perfect 2,2015,2015-05-15,184296230.0,102847849.0,287144079.0,29000000.0,258144079.0,8.901519965517242,65.0,216.0,"Comedy, Musical & Performing Arts",115.0,Elizabeth Banks,Anna Kendrick Rebel Wilson Hailee Steinfeld Brittany Snow Skylar Astin,0,B,well_known,0,1,0,1,0
Mojin: The Lost Legend,2015,2015-12-18,1243810.0,258124638.0,259368448.0,,,,56.0,9.0,Action & Adventure,127.0,Wuershan,,0,,,0,1,0,0,1
Lost in Hong Kong,2015,2015-09-25,1302281.0,254981631.0,256283912.0,,,,60.0,5.0,"Art House & International, Comedy",114.0,Zheng Xu,,0,,,0,1,0,0,1
The Peanuts Movie,2015,2015-11-06,130178411.0,116054702.0,246233113.0,99000000.0,147233113.0,1.4872031616161616,87.0,197.0,"Animation, Kids & Family",89.0,Steve Martino,Noah Schnapp Bill Melendez Venus Schultheis Hadley Belle Miller Madisyn Shipman,0,B,well_known,1,0,0,0,1
Pixels,2015,2015-07-24,78747585.0,166127224.0,244874809.0,88000000.0,156874809.0,1.7826682840909092,17.0,201.0,"Animation, Comedy, Drama",106.0,Chris Columbus,Adam Sandler Michelle Monaghan Peter Dinklage Josh Gad Kevin James,0,B,well_known,1,0,0,0,1
Daddy's Home,2015,2015-12-25,150357137.0,92429000.0,242786137.0,50000000.0,192786137.0,3.85572274,31.0,121.0,Comedy,96.0,"John Morris, Sean Anders",Will Ferrell Mark Wahlberg Linda Cardellini Thomas Haden Church Scarlett Estevez,0,B,well_known,0,1,0,0,1
Spy,2015,2015-06-05,110825712.0,124840507.0,235666219.0,,,,95.0,257.0,Comedy,115.0,Paul Feig,,0,,,0,1,0,0,1
Alvin and the Chipmunks: The Road Chip,2015,2015-12-18,85886987.0,148911649.0,234798636.0,0.0,234798636.0,,15.0,67.0,"Animation, Comedy, Kids & Family",86.0,Walt Becker,Jason Lee Justin Long Bella Thorne Matthew Gray Gubler Jesse McCartney,0,B,well_known,1,0,0,0,1
Ted 2,2015,2015-06-26,81476385.0,134387221.0,215863606.0,68000000.0,147863606.0,2.174464794117647,45.0,206.0,Comedy,115.0,Seth MacFarlane,Mark Wahlberg Seth MacFarlane Amanda Seyfried Jessica Barth Giovanni Ribisi,0,C,well_known,0,1,0,1,0
Tomorrowland,2015,2015-05-22,93436322.0,115599346.0,209035668.0,190000000.0,19035668.0,0.10018772631578947,50.0,296.0,Science Fiction & Fantasy,129.0,Brad Bird,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,0,C,well_known,0,1,0,0,1
Everest,2015,2015-09-18,43482270.0,159945314.0,203427584.0,55000000.0,148427584.0,2.6986833454545454,73.0,227.0,"Action & Adventure, Drama, Mystery & Suspense",121.0,Baltasar Kormákur,Jason Clarke Jake Gyllenhaal Josh Brolin John Hawkes Sam Worthington,0,C,well_known,0,1,0,0,1
Straight Outta Compton,2015,2015-08-14,161197785.0,40437206.0,201634991.0,28000000.0,173634991.0,6.201249678571428,89.0,245.0,"Drama, Musical & Performing Arts",147.0,F. Gary Gray,O'Shea Jackson Jr. Corey Hawkins Jason Mitchell Neil Brown Jr. Aldis Hodge,0,C,well_known,0,1,0,0,1
The Intern,2015,2015-09-25,75764672.0,119000000.0,194764672.0,35000000.0,159764672.0,4.564704914285715,60.0,194.0,Comedy,121.0,Nancy Meyers,Robert De Niro Anne Hathaway Rene Russo Anders Holm JoJo Kushner,0,C,well_known,0,1,0,0,1
Jupiter Ascending,2015,2015-02-06,47387723.0,136900000.0,184287723.0,176000003.0,8287720.0,0.04708931737915936,27.0,269.0,"Action & Adventure, Science Fiction & Fantasy",127.0,"Lana Wachowski, Lilly Wachowski",Mila Kunis Channing Tatum Sean Bean Eddie Redmayne Douglas Booth,0,C,well_known,0,1,0,0,1
Creed,2015,2015-11-25,109767581.0,64400000.0,174167581.0,37000000.0,137167581.0,3.707231918918919,95.0,306.0,Drama,133.0,Ryan Coogler,Michael B. Jordan Sylvester Stallone Graham McTavish Tessa Thompson Phylicia Rash\u0101d,0,C,well_known,0,1,0,0,1
Fantastic Four,2015,2015-08-07,56117548.0,111765333.0,167882881.0,120000000.0,47882881.0,0.39902400833333335,9.0,258.0,Action & Adventure,100.0,Josh Trank,Miles Teller Kate Mara Michael B. Jordan Jamie Bell Toby Kebbell,0,C,well_known,0,1,0,0,1
Bridge of Spies,2015,2015-10-16,72313754.0,93164594.0,165478348.0,40000000.0,125478348.0,3.1369587,90.0,307.0,"Drama, Mystery & Suspense",141.0,Steven Spielberg,Tom Hanks Mark Rylance Amy Ryan Alan Alda Sebastian Koch,0,C,well_known,0,1,0,0,1
Focus,2015,2015-02-27,53862963.0,105300000.0,159162963.0,50100000.0,109062963.0,2.1769054491017963,56.0,225.0,"Comedy, Drama",,"John Requa, Glenn Ficarra",Will Smith Margot Robbie Rodrigo Santoro Robert Taylor Gerald McRaney,0,C,well_known,0,1,0,0,1
Goosebumps,2015,2015-10-16,80080379.0,78180573.0,158260952.0,58000000.0,100260952.0,1.728637103448276,78.0,163.0,"Horror, Kids & Family, Mystery & Suspense",103.0,Rob Letterman,Jack Black Dylan Minnette Odeya Rush Amy Ryan Jillian Bell,0,C,well_known,0,1,0,0,1
The Hateful Eight,2015,2015-12-30,54117416.0,101642701.0,155760117.0,44000000.0,111760117.0,2.5400026590909093,75.0,332.0,Western,168.0,Quentin Tarantino,Samuel L. Jackson Kurt Russell Jennifer Jason Leigh Walton Goggins Demi\u00e1n Bichir,0,C,well_known,0,1,0,0,1
The Last Witch Hunter,2015,2015-10-23,27367660.0,119569250.0,146936910.0,90000000.0,56936910.0,0.6326323333333334,18.0,136.0,"Action & Adventure, Science Fiction & Fantasy",106.0,,Vin Diesel Rose Leslie Elijah Wood \u00d3lafur Darri \u00d3lafsson Rena Owen,0,C,well_known,0,1,0,0,1
Trainwreck,2015,2015-07-17,110212700.0,30583093.0,140795793.0,35000000.0,105795793.0,3.0227369428571427,85.0,284.0,Comedy,125.0,Judd Apatow,Amy Schumer Bill Hader Brie Larson Colin Quinn Vanessa Bayer,0,C,well_known,0,1,0,0,1
Point Break,2015,2015-12-25,28782481.0,105000000.0,133782481.0,105000000.0,28782481.0,0.2741188666666667,11.0,110.0,Action & Adventure,,Ericson Core,Edgar Ram\u00edrez Luke Bracey Teresa Palmer Delroy Lindo Ray Winstone,0,C,well_known,0,1,0,0,1
The Big Short,2015,2015-12-23,70259870.0,63181000.0,133440870.0,28000000.0,105440870.0,3.765745357142857,88.0,322.0,Drama,130.0,Adam McKay,Christian Bale Steve Carell Ryan Gosling Brad Pitt Melissa Leo,0,C,well_known,0,1,0,0,1
Pan,2015,2015-10-09,35088320.0,93900000.0,128988320.0,150000000.0,-21011680.0,-0.14007786666666666,27.0,197.0,"Action & Adventure, Science Fiction & Fantasy",111.0,Joe Wright,Levi Miller Garrett Hedlund Hugh Jackman Rooney Mara Amanda Seyfried,0,C,well_known,0,1,0,0,1
Wolf Totem,2015,2015-09-11,210591.0,125626479.0,125837070.0,,,,67.0,30.0,Action & Adventure,118.0,Jean-Jacques Annaud,,0,,,0,1,0,0,1
Magic Mike XXL,2015,2015-07-01,66013057.0,56600000.0,122613057.0,14800000.0,107813057.0,7.2846660135135135,65.0,235.0,Comedy,115.0,Gregory Jacobs,Channing Tatum Matt Bomer Joe Manganiello Kevin Nash Adam Rodr\u00edguez,0,C,well_known,0,1,0,0,1
Insidious: Chapter 3,2015,2015-06-05,52218558.0,60765331.0,112983889.0,10000000.0,102983889.0,10.2983889,57.0,129.0,Horror,97.0,Leigh Whannell,Dermot Mulroney Stefanie Scott Lin Shaye Leigh Whannell Angus Sampson,0,C,well_known,0,1,0,1,0
Get Hard,2015,2015-03-27,90411453.0,21400000.0,111811453.0,40000000.0,71811453.0,1.795286325,28.0,183.0,Comedy,99.0,Etan Cohen,Will Ferrell Kevin Hart Alison Brie Craig T. Nelson T.I.,0,C,well_known,0,1,0,0,1
The Man from U.N.C.L.E.,2015,2015-08-14,45445109.0,64600000.0,110045109.0,75000000.0,35045109.0,0.46726812,67.0,288.0,"Action & Adventure, Comedy, Mystery & Suspense",116.0,Guy Ritchie,Henry Cavill Armie Hammer Alicia Vikander Elizabeth Debicki Luca Calvani,0,C,well_known,0,1,0,0,1
Paul Blart: Mall Cop 2,2015,2015-04-17,71038190.0,36550035.0,107588225.0,38000000.0,69588225.0,1.8312690789473685,5.0,61.0,"Comedy, Kids & Family",94.0,Andy Fickman,Kevin James Raini Rodriguez Eduardo Ver\u00e1stegui Daniella Alonso Neal McDonough,0,C,well_known,0,1,0,1,0
Vacation,2015,2015-07-29,58884188.0,48344033.0,107228221.0,31000000.0,76228221.0,2.458974870967742,27.0,171.0,"Action & Adventure, Comedy",99.0,"Jonathan M. Goldstein, John Francis Daley",Ed Helms Christina Applegate Skyler Gisondo Steele Stebbins Chris Hemsworth,0,C,well_known,0,1,0,0,1
Shaun the Sheep Movie,2015,2015-08-05,19375982.0,86833396.0,106209378.0,,,,99.0,169.0,"Animation, Comedy",85.0,"Mark Burton, Richard Starzak",,0,,,1,0,0,0,1
Sisters,2015,2015-12-18,87044645.0,17966408.0,105011053.0,,,,60.0,176.0,"Comedy, Drama",118.0,Jason Moore,,0,,,0,1,0,0,1
Chappie,2015,2015-03-06,31569268.0,71242621.0,102811889.0,49000000.0,53811889.0,1.0982018163265306,33.0,227.0,Action & Adventure,120.0,Neill Blomkamp,Sharlto Copley Dev Patel Ninja Yolandi Visser Jose Pablo Cantillo,0,C,well_known,0,1,0,0,1
Joy,2015,2015-12-25,56451232.0,44682827.0,101134059.0,60000000.0,41134059.0,0.68556765,61.0,266.0,Drama,123.0,David O. Russell,Jennifer Lawrence Bradley Cooper Robert De Niro Dascha Polanco Edgar Ram\u00edrez,0,C,well_known,0,1,0,0,1
Black Mass,2015,2015-09-18,62575678.0,37400000.0,99975678.0,53000000.0,46975678.0,0.8863335471698113,73.0,288.0,Drama,,Scott Cooper,Johnny Depp Joel Edgerton Benedict Cumberbatch Dakota Johnson Kevin Bacon,0,C,well_known,0,1,0,0,1
Spotlight,2015,2015-11-06,45055776.0,53634478.0,98690254.0,20000000.0,78690254.0,3.9345127,97.0,367.0,"Drama, Mystery & Suspense",128.0,,Mark Ruffalo Michael Keaton Rachel McAdams Liev Schreiber John Slattery,0,C,well_known,0,1,0,0,1
The Visit,2015,2015-09-11,65206105.0,33243957.0,98450062.0,5000000.0,93450062.0,18.6900124,68.0,228.0,"Horror, Mystery & Suspense",94.0,M. Night Shyamalan,Olivia DeJonge Ed Oxenbould Kathryn Hahn Benjamin Kanes Deanna Dunagan,0,C,well_known,0,1,0,0,1
Poltergeist,2015,2015-05-22,47425125.0,48012869.0,95437994.0,,,,31.0,134.0,Horror,93.0,Gil Kenan,,0,,,0,1,0,0,1
Veteran,2015,2015-09-17,1200627.0,93192393.0,94393020.0,,,,90.0,10.0,Drama,124.0,Seung-wan Ryoo,,0,,,0,1,0,0,1
In the Heart of the Sea,2015,2015-12-11,25020758.0,69300000.0,94320758.0,100000000.0,-5679242.0,-0.05679242,43.0,237.0,"Action & Adventure, Drama",116.0,Ron Howard,Chris Hemsworth Benjamin Walker Cillian Murphy Brendan Gleeson Ben Whishaw,0,C,well_known,0,1,0,0,1
Southpaw,2015,2015-07-24,52421953.0,39548874.0,91970827.0,30000000.0,61970827.0,2.0656942333333332,59.0,237.0,Drama,123.0,Antoine Fuqua,Jake Gyllenhaal Rachel McAdams Forest Whitaker Oona Laurence 50 Cent,0,C,well_known,0,1,0,0,1
The Second Best Exotic Marigold Hotel,2015,2015-03-06,33078266.0,52900000.0,85978266.0,10000000.0,75978266.0,7.5978266,65.0,187.0,Comedy,122.0,John Madden,Dev Patel Judi Dench Richard Gere Maggie Smith Bill Nighy,0,C,well_known,0,1,0,0,1
Paper Towns,2015,2015-07-24,32000304.0,53511996.0,85512300.0,12000000.0,73512300.0,6.126025,58.0,139.0,Drama,109.0,Jake Schreier,Nat Wolff Cara Delevingne Justice Smith Austin Abrams Halston Sage,0,C,well_known,0,1,0,0,1
Sicario,2015,2015-10-02,46889293.0,37983151.0,84872444.0,30000000.0,54872444.0,1.8290814666666666,92.0,272.0,"Action & Adventure, Drama, Mystery & Suspense",121.0,Denis Villeneuve,Emily Blunt Benicio del Toro Josh Brolin Victor Garber Jon Bernthal,0,C,well_known,0,1,0,0,1
Hitman: Agent 47,2015,2015-08-21,22467450.0,59880206.0,82347656.0,,,,9.0,129.0,Action & Adventure,96.0,Aleksander Bach,,0,,,0,1,0,0,1
The Wedding Ringer,2015,2015-01-16,64460211.0,15339669.0,79799880.0,,,,29.0,111.0,Comedy,101.0,Jeremy Garelick,,0,,,0,1,0,0,1
Paranormal Activity: The Ghost Dimension,2015,2015-10-23,18300124.0,60603000.0,78903124.0,,,,14.0,77.0,Horror,88.0,Gregory Plotkin,,0,,,0,1,0,0,1
War Room,2015,2015-08-28,67790117.0,5477757.0,73267874.0,,,,34.0,35.0,Drama,120.0,Alex Kendrick,,0,,,0,1,0,0,1
The Transporter Refueled,2015,2015-09-04,16029670.0,56600000.0,72629670.0,25000000.0,47629670.0,1.9051868,16.0,101.0,Action & Adventure,91.0,Camille Delamarre,Ed Skrein Ray Stevenson Loan Chabanol Gabriella Wright Tatjana Pajkovi\u0107,0,C,well_known,0,1,0,0,1
Run All Night,2015,2015-03-13,26461644.0,45200000.0,71661644.0,50000000.0,21661644.0,0.43323288,59.0,184.0,Mystery & Suspense,114.0,Jaume Collet-Serra,Liam Neeson Ed Harris Joel Kinnaman Boyd Holbrook Bruce McGill,0,C,well_known,0,1,0,0,1
The Age of Adaline,2015,2015-04-24,42629776.0,23033500.0,65663276.0,25000000.0,40663276.0,1.62653104,54.0,167.0,"Drama, Science Fiction & Fantasy",113.0,Lee Toland Krieger,Blake Lively Michiel Huisman Harrison Ford Ellen Burstyn Kathy Baker,0,C,well_known,0,1,0,0,1
The Danish Girl,2015,2015-11-27,11114018.0,53077505.0,64191523.0,,,,67.0,241.0,Drama,120.0,Tom Hooper,,0,,,0,1,0,0,1
The Boy,2015,2015-08-18,35819556.0,28368811.0,64188367.0,,,,67.0,21.0,"Drama, Horror, Mystery & Suspense",105.0,Craig William Macneill,,0,,,0,1,0,0,1
The Longest Ride,2015,2015-04-10,37446117.0,25498698.0,62944815.0,34000000.0,28944815.0,0.8513180882352941,31.0,124.0,Drama,128.0,George Tillman Jr.,Scott Eastwood Britt Robertson Lolita Davidovich Melissa Benoist Jack Huston,0,C,well_known,0,1,0,0,1
Unfriended,2015,2015-04-17,32482090.0,30400000.0,62882090.0,1000000.0,61882090.0,61.88209,62.0,185.0,"Horror, Mystery & Suspense",83.0,,Shelley Hennig Moses Jacob Storm Renee Olstead William Peltz Jacob Wysocki,0,C,well_known,0,1,0,0,1
Brooklyn,2015,2015-11-04,38322743.0,23753398.0,62076141.0,11000000.0,51076141.0,4.643285545454545,97.0,269.0,Drama,112.0,John Crowley,Saoirse Ronan Domhnall Gleeson Emory Cohen Jim Broadbent Julie Walters,0,C,well_known,0,1,0,0,1
Dragon Ball Z: Resurrection 'F',2015,2015-08-04,8008363.0,53759827.0,61768190.0,,,,83.0,18.0,"Action & Adventure, Animation, Science Fiction & Fantasy",93.0,Tadayoshi Yamamuro,,0,,,1,0,0,0,1
Krampus,2015,2015-12-04,42725475.0,18823232.0,61548707.0,15000000.0,46548707.0,3.1032471333333334,66.0,128.0,Horror,,Michael Dougherty,Adam Scott Toni Collette Allison Tolman David Koechner Emjay Anthony,0,C,well_known,0,1,0,0,1
The Perfect Guy,2015,2015-09-11,57027435.0,3245738.0,60273173.0,,,,18.0,45.0,Mystery & Suspense,100.0,David M. Rosenthal,,0,,,0,1,0,0,1
The Gift,2015,2015-08-07,43787265.0,15191388.0,58978653.0,5000000.0,53978653.0,10.7957306,91.0,194.0,Mystery & Suspense,108.0,Joel Edgerton,Jason Bateman Rebecca Hall Joel Edgerton Allison Tolman Tim Griffin,0,C,well_known,0,1,0,0,1
No Escape,2015,2015-08-26,27288872.0,27130000.0,54418872.0,5000000.0,49418872.0,9.8837744,47.0,155.0,Mystery & Suspense,103.0,John Erick Dowdle,Owen Wilson Lake Bell Pierce Brosnan Sterling Jerins Claire Geare,0,C,well_known,0,1,0,0,1
Sinister 2,2015,2015-08-21,27740955.0,25588195.0,53329150.0,10000000.0,43329150.0,4.332915,16.0,90.0,Horror,97.0,Ciaran Foy,Shannyn Sossamon James Ransone Robert Daniel Sloan Dartanian Sloan Lea Coco,0,C,well_known,0,1,0,1,0
The Boy Next Door,2015,2015-01-23,35423380.0,17002475.0,52425855.0,4000000.0,48425855.0,12.10646375,12.0,136.0,Mystery & Suspense,90.0,Rob Cohen,Jennifer Lopez Ryan Guzman Ian Nelson John Corbett Kristin Chenoweth,0,C,well_known,0,1,0,0,1
The Night Before,2015,2015-11-20,43047372.0,9348624.0,52395996.0,,,,68.0,156.0,Comedy,101.0,Jonathan Levine,,0,,,0,1,0,0,1
Hot Pursuit,2015,2015-05-08,34580201.0,17100000.0,51680201.0,35000000.0,16680201.0,0.4765771714285714,7.0,173.0,"Action & Adventure, Comedy",87.0,Anne Fletcher,Reese Witherspoon Sof\u00eda Vergara Michael Mosley John Carroll Lynch Richard T. Jones,0,C,well_known,0,1,0,0,1
Entourage,2015,2015-06-03,32363404.0,16900000.0,49263404.0,,,,33.0,213.0,Comedy,104.0,Doug Ellin,,0,,,0,1,0,0,1
Concussion,2015,2015-12-25,34542474.0,14081098.0,48623572.0,35000000.0,13623572.0,0.3892449142857143,59.0,201.0,Drama,121.0,Peter Landesman,Will Smith Alec Baldwin Albert Brooks Gugu Mbatha-Raw David Morse,0,C,well_known,0,1,0,0,1
Mortdecai,2015,2015-01-23,7696134.0,39579561.0,47275695.0,60000000.0,-12724305.0,-0.21207175,12.0,110.0,Action & Adventure,106.0,David Koepp,Johnny Depp Gwyneth Paltrow Ewan McGregor Paul Bettany Olivia Munn,0,C,well_known,0,1,0,0,1
Still Alice,2015,2015-01-16,18754371.0,26024824.0,44779195.0,,,,85.0,203.0,Drama,97.0,"Richard Glatzer, Wash Westmoreland",,0,,,0,1,0,0,1
Max,2015,2015-06-26,42656255.0,1300000.0,43956255.0,20000000.0,23956255.0,1.19781275,38.0,98.0,Action & Adventure,111.0,"Boaz Yakin, Sheldon Lettich",Thomas Haden Church Josh Wiggins Lauren Graham Robbie Amell Mia Xitlali,0,C,well_known,0,1,0,0,1
The DUFF,2015,2015-02-20,34030343.0,9679401.0,43709744.0,8500000.0,35209744.0,4.142322823529412,73.0,120.0,Comedy,96.0,Ari Sandel,Mae Whitman Robbie Amell Bella Thorne Bianca A. Santos Skyler Samuels,0,C,well_known,0,1,0,0,1
Legend,2015,2015-11-20,1872994.0,41100000.0,42972994.0,25000000.0,17972994.0,0.71891976,61.0,170.0,"Art House & International, Mystery & Suspense, Special Interest",131.0,Brian Helgeland,Tom Hardy Emily Browning Christopher Eccleston David Thewlis Taron Egerton,0,C,well_known,0,1,0,0,1
The Gallows,2015,2015-07-10,22764410.0,20200000.0,42964410.0,100000.0,42864410.0,428.6441,14.0,118.0,"Horror, Mystery & Suspense",81.0,,Cassidy Gifford Ryan Shoos Pfeifer Brown Reese Mishler Price T. Morgan,0,C,well_known,0,1,0,0,1
Love the Coopers,2015,2015-11-13,26302731.0,16124181.0,42426912.0,17000000.0,25426912.0,1.495700705882353,18.0,122.0,Comedy,107.0,Jessie Nelson,Steve Martin Diane Keaton John Goodman Alan Arkin Olivia Wilde,0,C,well_known,0,1,0,0,1
The Lady in the Van,2015,2015-12-04,10021175.0,31366512.0,41387687.0,,,,89.0,149.0,Drama,104.0,Nicholas Hytner,,0,,,0,1,0,0,1
Ricki and the Flash,2015,2015-08-07,26822144.0,14503184.0,41325328.0,,,,65.0,198.0,"Comedy, Drama",100.0,Jonathan Demme,,0,,,0,1,0,0,1
Carol,2015,2015-11-20,12711491.0,27560644.0,40272135.0,,,,94.0,307.0,"Drama, Romance",118.0,Todd Haynes,,0,,,0,1,0,0,1
The Lazarus Effect,2015,2015-02-27,25801570.0,12555322.0,38356892.0,3300000.0,35056892.0,10.623300606060607,16.0,107.0,Horror,83.0,David Gelb,Olivia Wilde Mark Duplass Donald Glover Evan Peters Sarah Bolger,0,C,well_known,0,1,0,0,1
A Walk in the Woods,2015,2015-09-02,29504281.0,7956993.0,37461274.0,,,,47.0,165.0,"Action & Adventure, Comedy, Drama",104.0,Ken Kwapis,,0,,,0,1,0,0,1
